"Survived","Pclass","Sex","SibSp","Parch","Surname","Title","Embarked","Fare","Age"
0,3,1,0,0,477,10,2,7.0542,51
1,1,1,0,0,412,4,0,30.5,32
0,1,1,0,0,458,10,2,0,40
0,3,0,3,2,858,9,2,27.9,9
1,2,0,0,0,740,9,2,13,28
0,3,1,0,0,154,10,2,7.925,32
0,2,1,1,1,291,10,2,26.25,31
0,3,0,0,5,395,11,2,39.6875,41
0,3,1,1,0,316,10,2,16.1,24
0,3,1,0,0,501,10,2,7.8542,20
1,1,0,0,0,541,9,0,69.3,24
0,3,0,3,2,858,9,2,27.9,2
1,3,1,0,0,383,10,2,56.4958,22
1,3,0,2,1,873,9,0,19.2583,0.75
1,1,1,1,0,2,10,0,76.7292,48
0,3,1,0,0,632,10,2,7.8958,19
1,1,1,0,0,440,2,0,35.5,56
0,3,1,0,0,751,10,2,7.55,32
1,3,0,0,0,275,9,2,7.55,23
0,3,1,0,0,229,10,2,7.8958,21
1,2,0,0,1,52,9,2,23,18
0,3,1,0,0,282,10,2,8.4333,21
1,3,0,0,0,802,9,1,7.8292,22
0,3,0,0,0,686,9,1,6.75,18
0,2,1,2,0,273,10,2,73.5,24
0,3,1,0,0,849,10,2,7.8958,20
0,3,0,1,1,92,11,1,15.5,32
0,2,1,0,0,817,10,2,13,23
0,1,1,0,2,719,10,0,113.275,58
1,1,1,2,0,685,4,2,133.65,50
0,3,1,0,0,571,10,0,7.225,40
0,1,1,0,0,451,10,2,25.5875,47
0,3,1,0,0,843,10,2,7.4958,36
1,3,1,1,0,456,10,2,7.925,20
0,2,1,2,0,273,10,2,73.5,32
0,2,1,0,0,496,10,2,13,25
0,3,1,0,0,320,10,2,7.775,21
0,3,1,0,0,297,10,2,8.05,43
1,1,0,1,0,744,11,2,52,35
1,2,0,1,1,163,11,2,39,40
0,1,1,1,0,128,10,2,52,31
0,2,1,0,0,640,10,2,10.5,70
1,2,1,0,0,730,10,2,13,31
0,2,1,0,0,844,10,2,0,39
0,3,1,0,0,852,10,2,7.775,18
0,3,1,0,0,681,10,2,8.05,24.5
1,3,0,0,0,357,9,2,9.8417,18
0,3,0,1,6,290,11,2,46.9,43
1,1,1,0,1,151,10,0,512.3292,36
0,3,0,0,0,606,9,1,8.1375,18
1,1,1,0,0,296,10,0,76.7292,27
0,3,1,0,0,507,10,2,9.225,20
0,3,1,5,2,290,10,2,46.9,14
0,2,1,1,1,163,10,2,39,60
0,2,1,1,2,639,10,0,41.5792,25
0,3,1,4,1,395,10,2,39.6875,14
0,3,1,0,0,28,10,2,10.1708,19
0,3,1,0,0,103,10,2,7.7958,18
1,1,0,0,1,800,9,2,211.3375,15
1,1,1,1,0,604,10,2,57,31
1,3,0,0,1,1,9,0,13.4167,4
1,3,1,0,0,833,10,2,56.4958,32
0,3,1,0,0,118,10,0,7.225,25
0,1,1,0,0,21,2,2,26.55,60
0,2,1,0,0,199,10,2,13.5,52
0,3,1,0,0,328,10,2,8.05,44
1,3,0,0,0,252,9,1,7.7333,22
0,1,1,1,1,427,10,0,110.8833,49
0,3,1,0,0,859,10,2,7.65,42
1,1,0,1,0,144,11,0,227.525,18
1,1,1,0,0,619,10,2,26.2875,35
0,3,0,0,1,585,9,0,14.4542,18
0,3,1,0,0,188,10,1,7.7417,25
0,3,1,1,0,555,10,2,7.8542,26
0,2,1,0,0,404,10,2,26,39
1,2,0,0,0,328,11,2,13.5,45
1,1,1,0,0,353,10,2,26.2875,42
1,1,0,0,0,846,9,2,151.55,22
1,3,1,1,1,835,8,0,15.2458,7
1,1,0,0,0,72,9,0,49.5042,24
0,1,1,0,0,166,10,2,26.55,42
1,1,1,1,0,744,10,2,52,48
0,3,1,0,0,771,10,2,9.4833,29
0,2,1,0,0,816,10,2,13,52
0,3,1,0,0,660,10,2,7.65,19
1,1,0,0,0,368,9,0,227.525,38
1,2,0,0,0,346,9,2,10.5,27
0,3,1,0,0,823,10,1,15.5,21
0,3,1,0,0,517,10,2,7.775,33
1,2,0,0,1,2,9,2,33,6
0,3,1,1,0,501,10,2,7.0542,17
0,2,1,0,0,756,10,2,13,34
0,2,1,0,0,656,10,2,13,50
1,1,1,1,0,860,10,2,53.1,27
0,3,1,0,0,602,10,2,8.6625,20
1,2,0,3,0,562,11,2,21,30
1,3,0,0,0,212,9,1,7.7375,22
0,2,1,1,0,790,10,2,26,25
0,3,0,1,0,611,9,2,7.925,25
1,1,0,0,0,484,9,2,211.3375,29
0,3,1,0,0,582,10,0,18.7875,11
0,2,1,0,0,406,10,2,0,40
0,2,1,0,0,6,10,2,13,23
0,2,1,0,0,314,10,2,13,23
0,3,1,0,0,382,10,2,16.1,28.5
0,3,0,1,3,73,11,2,34.375,48
1,1,1,0,0,235,10,0,512.3292,35
0,3,1,0,0,741,10,2,7.8958,21
0,3,1,0,0,683,10,2,7.8958,22
1,1,1,0,0,550,10,2,30,47
0,1,1,1,0,680,10,2,78.85,36
1,1,0,2,2,622,9,0,262.375,21
0,3,1,1,0,69,10,2,16.1,24
1,3,1,0,0,175,10,2,7.925,31
0,1,1,1,1,815,1,2,71,70
0,3,1,1,1,234,10,2,20.25,16
1,2,0,0,0,10,9,2,13,30
0,1,1,1,0,18,10,2,53.1,19
0,3,1,0,0,411,10,1,7.75,31
1,2,0,1,1,842,9,2,23,4
1,3,1,0,1,5,8,2,12.475,6
0,3,1,0,0,171,10,2,9.5,33
0,3,1,0,0,588,10,2,7.8958,23
1,2,0,1,2,791,11,2,65,48
1,2,1,1,1,795,8,2,14.5,0.67
0,3,1,0,0,657,10,2,7.7958,28
0,2,1,0,0,9,10,2,11.5,18
0,3,1,0,0,519,10,2,8.05,34
1,1,0,0,0,277,3,2,86.5,33
0,3,1,0,0,773,10,2,14.5,28
0,3,1,0,0,672,10,2,7.125,41
1,3,1,0,0,238,10,0,7.2292,20
1,1,0,1,2,643,11,2,120,36
0,3,1,0,0,243,10,2,7.775,16
1,1,0,1,0,531,11,2,77.9583,51
0,1,1,0,0,51,4,0,39.6,32
0,3,0,0,0,863,9,1,7.75,30.5
0,3,1,1,0,648,10,1,24.15,26
0,3,1,0,0,241,10,2,8.3625,32
0,3,1,0,0,557,10,2,9.5,24
0,3,1,0,0,501,10,2,7.8542,48
0,2,0,0,0,568,11,2,10.5,57
0,3,1,0,0,228,10,0,7.225,22
1,2,0,1,3,283,11,2,23,54
0,3,1,0,0,224,10,2,7.75,18
0,3,1,0,0,226,10,1,7.75,21
1,3,0,0,0,201,9,2,12.475,5
0,3,1,0,0,870,10,1,7.7375,21
1,1,0,0,1,677,11,2,211.3375,43
1,3,0,0,0,254,9,0,7.2292,13
1,1,0,1,0,604,11,2,57,17
0,1,1,0,0,60,10,2,30,29
0,3,1,1,2,806,10,2,23.45,36
0,3,1,0,0,210,10,2,7.05,25
0,3,1,0,0,75,10,2,7.25,25
1,3,0,0,0,653,9,2,7.4958,18
0,3,1,4,1,65,8,1,29.125,8
1,3,1,1,2,102,8,2,20.575,1
0,1,1,0,0,107,10,0,79.2,46
0,3,1,0,0,416,10,1,7.75,21
0,2,1,0,0,709,10,2,26,16
0,3,0,8,2,167,9,2,69.55,14.5
0,1,1,0,0,617,10,0,30.6958,36
0,3,1,0,0,55,10,2,7.8958,25
0,2,1,0,0,348,10,2,13,39
1,1,0,0,0,720,4,2,25.9292,49
1,3,0,0,0,337,11,2,8.6833,31
0,3,1,0,0,227,10,0,7.2292,30
0,3,0,1,1,807,11,2,24.15,30
0,2,1,0,0,827,10,2,13,34
1,2,0,1,1,291,11,2,26.25,31
1,1,1,1,2,643,8,2,120,11
1,3,1,0,1,260,8,0,8.5167,0.42
1,3,1,0,0,54,10,2,6.975,27
0,3,1,0,0,349,10,2,7.775,31
0,1,1,0,0,845,10,2,0,39
0,3,0,0,0,563,9,2,7.775,18
0,2,1,0,0,300,10,2,13,39
1,1,0,1,0,860,11,2,53.1,33
0,3,1,0,0,599,10,2,7.8875,26
0,3,1,0,0,361,10,2,24.15,39
0,2,1,0,0,259,10,2,10.5,35
0,3,0,4,2,352,9,2,31.275,6
0,3,1,0,0,688,10,2,8.05,30.5
0,1,1,0,0,333,10,2,0,40
0,3,0,0,0,488,9,2,7.925,23
0,2,1,1,1,708,10,0,37.0042,31
0,3,1,0,0,295,10,2,6.45,43
0,3,1,3,2,858,8,2,27.9,10
1,1,0,1,1,514,11,2,93.5,52
1,3,1,0,0,724,10,2,8.6625,27
0,1,1,0,0,131,5,2,0,38
1,3,0,0,1,5,11,2,12.475,27
0,3,1,4,1,395,8,2,39.6875,2
0,3,1,0,0,508,10,1,6.95,24
0,3,1,0,0,833,10,2,56.4958,32
1,2,1,0,2,708,8,0,37.0042,1
1,3,1,0,0,486,10,1,7.75,21
1,1,0,0,0,125,11,2,80,62
1,3,0,1,0,276,11,0,14.4542,15
1,2,1,1,1,466,8,2,18.75,0.83
0,3,1,0,0,118,10,0,7.2292,25
0,3,1,0,0,478,10,2,7.8542,23
0,3,1,0,0,19,10,2,8.3,18
1,1,0,1,1,303,9,0,83.1583,39
0,3,1,0,0,376,10,2,8.6625,21
0,3,1,0,0,372,10,2,8.05,21
1,3,1,0,0,350,10,2,56.4958,32
1,1,1,0,0,733,10,0,29.7,45
0,3,1,0,0,839,10,2,7.925,20
0,2,1,0,0,35,10,2,10.5,16
1,1,0,0,0,408,9,0,31,30
0,3,1,0,0,12,10,0,6.4375,34.5
0,3,1,0,0,812,10,2,8.6625,17
0,3,1,0,0,262,10,2,7.55,42
0,3,1,8,2,167,10,2,69.55,14
0,3,1,0,0,652,10,0,7.8958,35
0,2,1,0,1,2,0,2,33,28
1,1,0,1,0,497,11,0,89.1042,35
0,3,1,4,2,352,8,2,31.275,4
0,3,1,0,0,330,10,2,7.775,74
0,3,0,1,1,302,9,0,15.2458,9
1,1,0,0,1,305,9,2,39.4,16
0,2,0,1,0,643,11,2,26,44
1,3,0,0,1,196,11,2,9.35,18
1,1,0,1,1,769,11,2,164.8667,45
1,1,1,0,0,142,10,2,26.55,51
1,3,0,0,3,873,11,0,19.2583,24
0,3,1,0,0,577,10,0,7.2292,22
0,3,1,2,0,555,10,2,14.1083,41
0,2,1,1,0,86,10,2,11.5,21
1,1,0,0,0,475,11,2,25.9292,48
0,3,0,8,2,167,9,2,69.55,14.5
0,2,1,0,0,664,10,2,13,24
1,2,0,0,0,670,11,2,13,42
1,2,0,1,0,758,9,0,13.8583,27
0,1,1,0,0,687,10,2,50.4958,31
0,3,1,0,0,635,10,2,9.5,22
1,3,1,1,1,517,8,2,11.1333,4
0,3,1,0,0,347,10,2,7.8958,26
1,1,0,1,1,23,11,2,52.5542,47
0,1,1,0,0,657,10,2,5,33
0,3,1,0,0,441,10,2,9,47
1,2,0,1,0,487,11,0,24,28
1,3,0,0,0,598,9,0,7.225,15
0,3,1,0,0,711,10,2,9.8458,20
0,3,1,0,0,654,10,2,7.8958,19
0,3,1,0,0,104,10,2,7.8958,21
1,1,0,0,1,271,11,0,83.1583,56
1,2,0,0,1,754,11,2,26,25
0,3,1,0,0,155,10,2,7.8958,33
0,3,0,0,0,505,9,2,10.5167,22
0,2,1,0,0,743,10,2,10.5,28
0,3,1,0,0,358,10,2,7.05,25
0,3,0,0,5,65,11,1,29.125,39
0,2,1,0,0,135,0,2,13,27
1,1,0,0,0,539,9,2,30,19
0,3,0,1,2,806,9,2,23.45,9
1,1,1,0,0,694,10,0,30,26
0,3,1,0,0,130,10,1,7.75,32
